OC,soil_types,tem,tp,pm,st,slope,twi,lc_1,ele,NDVI
7.7,116,288.8297424,1.59E-08,4110,2,1.199802399,10.77367878,12,574.833313,0.203999996
10.3,47,289.0673828,1.63E-08,5400,2,0.391278267,13.68606281,12,555.9683228,0.224000007
8.7,13,289.1705933,1.65E-08,1000,1,0.56392175,14.23684025,22,549.5876465,0.239999995
12.8,13,289.5780334,1.68E-08,1000,1,0.697188318,25.13214302,12,521.0092773,0.239999995
24.9,116,288.9210815,1.79E-08,4110,2,1.684155107,10.43443012,17,655.3947754,0.372000009
7.5,116,288.6788025,1.65E-08,4110,2,0.54992348,25.36943817,22,602.3395386,0.224000007
8.1,88,288.2593689,1.82E-08,1220,2,1.637628436,11.5610733,28,726.3494263,0.419999987
9.5,31,289.1708984,1.84E-08,2110,2,0.766205966,14.2179594,12,599.4143066,0.384000003
9.9,115,288.7116699,1.74E-08,3110,1,0.949215949,11.00800991,12,588.5344238,0.247999996
49.2,115,288.8274536,1.69E-08,3110,1,0.411611706,13.22993469,22,567.7686157,0.272000015
18.3,116,289.5649719,1.80E-08,4110,2,5.099481583,9.324197769,17,546.2653198,0.395999998
14.7,116,290.1871643,1.75E-08,4110,2,2.25017333,16.01092911,17,445.8859253,0.344000012
5.8,115,288.6596069,1.76E-08,3110,1,0.898875952,24.87802124,22,635.4908447,0.287999988
5.3,115,288.7159729,1.75E-08,3110,1,0.243981138,26.18215179,28,625.2870483,0.280000001
29.8,116,290.8973083,1.57E-08,4110,2,1.678753018,24.25315475,17,338.9729004,0.39199999
10.5,116,291.0119629,1.54E-08,4110,2,1.771802068,11.0768137,17,263.1568298,0.324000001
37.5,115,289.5057983,1.69E-08,3110,1,5.583859921,23.04843903,28,563.2573853,0.456
19.5,31,290.1914673,1.62E-08,2140,4,4.018072128,11.35529804,17,342.6708984,0.316000015
43.4,31,289.8574524,1.75E-08,2140,4,0.8800053,24.8992424,22,457.4845581,0.39199999
32,116,290.3977966,1.71E-08,4110,2,0.848082364,18.67239952,26,480.8962097,0.404000014
5.3,31,290.9392395,1.51E-08,2110,2,0.727552533,25.08950806,17,332.9541321,0.280000001
4.5,31,290.9497375,1.52E-08,5400,2,0.998108387,13.90221405,17,272.8877869,0.291999996
10,31,290.6332703,1.60E-08,5400,2,0.939792573,24.83349991,17,367.0487976,0.316000015
13.2,116,289.4749756,1.67E-08,4110,2,0.971380055,24.80043411,22,620.9177856,0.407999992
14.8,31,290.3555908,1.55E-08,5400,2,1.464910626,24.38948059,17,374.3599548,0.272000015
7.8,31,290.682373,1.52E-08,2140,4,2.074513912,13.40387249,17,282.2224731,0.312000006
10.7,31,290.5921326,1.54E-08,5400,2,2.471827507,23.8659153,17,371.2653809,0.25999999
8.4,31,290.0689392,1.66E-08,2110,2,2.575244427,10.70251179,17,467.0304565,0.316000015
20.7,116,289.425415,1.67E-08,4110,2,1.311680317,24.50000954,26,601.2531128,0.280000001
7.3,31,288.753418,1.62E-08,2140,4,2.451653004,23.87412071,17,676.506897,0.287999988
6.1,31,290.6961975,1.59E-08,2110,2,0.685264885,25.14939499,17,313.4874573,0.379999995
6.9,31,289.2947693,1.72E-08,2140,4,3.657683849,10.75640488,17,489.6602478,0.30399999
12.7,31,290.2692566,1.66E-08,2110,2,1.977983236,11.3721199,17,405.3971252,0.331999987
13.5,31,288.4170837,1.79E-08,2140,4,3.559293985,23.50064278,17,708.0178223,0.300000012
69,76,287.4627686,1.60E-08,1211,2,8.93663311,8.757667542,17,865.9810181,0.460000008
54.8,76,284.0447998,2.08E-08,1211,2,1.429605842,14.12473679,12,1445.029297,0.328000009
15.4,31,288.7245789,1.90E-08,2140,4,2.898066759,10.58423233,17,563.7568359,0.316000015
21.6,31,287.7099609,2.03E-08,2140,4,1.162355423,24.62090683,17,810.0751953,0.284000009
19.6,31,288.3145142,1.95E-08,2140,4,2.354073763,23.91478348,17,633.236084,0.316000015
4.9,31,288.6860962,1.80E-08,2110,2,0.346273154,17.09167099,17,624.1013794,0.291999996
26.7,31,288.5236206,2.07E-08,2140,4,3.392220497,23.54883957,17,641.0297852,0.307999998
45.5,31,288.9181213,2.00E-08,2140,4,1.865716219,14.42632866,17,515.8088379,0.384000003
14,31,289.1609802,1.86E-08,2140,4,0.946551383,13.84403419,17,469.4244385,0.368000001
54.4,31,288.7032166,1.89E-08,2140,4,7.248096466,9.663036346,17,666.2279053,0.419999987
36.8,31,286.8146667,1.98E-08,2140,4,4.74892664,23.21128082,17,966.105957,0.404000014
47.5,83,287.9500732,1.84E-08,2110,3,9.247315407,22.53842354,25,899.4296265,0.515999973
149.4,31,286.4337158,1.96E-08,2140,4,7.681811333,22.72661972,24,1112.094604,0.54400003
24.3,31,288.1871643,1.69E-08,2110,2,6.240156174,14.85758495,17,651.4154663,0.419999987
111.5,31,284.8226318,2.05E-08,2140,4,0.959302664,13.19466209,24,1270.23584,0.603999972
32.5,31,284.7781372,2.01E-08,2140,4,2.476958752,23.8638382,26,1451.598145,0.624000013
37.1,83,285.4259033,1.91E-08,2110,3,5.996154308,11.46378899,24,1203.298584,0.527999997
27.2,83,285.1411743,1.94E-08,2110,3,10.00442028,9.741332054,28,1213.922485,0.34799999
34.3,76,284.7497864,1.98E-08,1211,2,4.102334023,23.35822678,29,1291.956665,0.331999987
4,76,284.0151672,2.05E-08,1211,2,6.256792068,9.118328094,26,1457.834961,0.312000006
72.6,76,284.9608154,1.96E-08,1211,2,10.30423641,22.42807388,24,1304.609863,0.39199999
17.1,76,285.1522217,1.89E-08,1211,2,8.694781303,22.60105133,28,1129.900757,0.419999987
96,83,286.4471436,1.73E-08,2110,3,3.926382303,15.53211689,24,978.7255249,0.404000014
20.2,76,287.9021606,1.40E-08,1211,2,2.331186295,23.92456436,12,710.5592651,0.263999999
19.1,31,288.1471558,1.38E-08,2140,4,2.4542346,10.75070286,17,638.3156128,0.275999993
24.5,83,285.1639404,1.87E-08,2110,3,2.09327817,14.39119339,28,1235.977783,0.236000001
34.8,76,284.3132935,2.03E-08,1211,2,5.74278307,9.204681396,24,1287.55957,0.34799999
32.9,76,284.1559753,2.01E-08,2110,2,7.432690144,8.944462776,29,1402.324341,0.316000015
44.7,76,285.0464783,1.92E-08,1211,2,5.018389702,23.15582275,25,1150.512695,0.335999995
68,76,285.0481262,1.87E-08,1211,2,4.725999832,10.49924374,29,1251.542847,0.275999993
10.5,76,285.2930908,1.84E-08,1211,2,3.219330549,11.17205048,26,1211.269287,0.228
3.6,76,285.3009949,1.88E-08,1211,2,1.363785028,11.33867645,12,1192.457153,0.25999999
65.1,76,285.9520569,1.72E-08,1211,2,1.800786495,24.18293953,24,1055.201416,0.208000004
44.8,76,284.6596069,1.94E-08,1211,2,2.898141384,23.70656967,24,1351.823364,0.360000014
16.2,83,285.3973389,1.87E-08,2110,3,4.50320673,10.54774284,12,1206.615356,0.224000007
11,31,285.5985107,1.78E-08,2140,2,2.92330265,23.69791031,12,1115.938354,0.296000004
17.8,76,285.6000671,1.83E-08,1211,2,3.859496593,10.70254326,12,1162.000977,0.252000004
28,31,286.658844,1.60E-08,2140,2,3.528513432,11.30327797,13,956.1555176,0.219999999
29.3,76,285.3362427,1.83E-08,1211,2,3.624138594,23.48254204,26,1239.18457,0.331999987
9.1,76,285.2392883,1.90E-08,1211,2,0.911022186,24.86459732,26,1338.675781,0.280000001
11.9,76,285.6920776,1.77E-08,1211,2,1.814436316,13.49536705,20,1101.356201,0.423999995
10.4,31,289.4762268,1.20E-08,2140,3,1.141288757,24.63920212,20,478.54245,0.224000007
15.9,31,289.1148987,1.27E-08,2140,4,2.204081774,12.1110878,24,585.319519,0.25999999
22.3,28,288.2726746,1.14E-08,2140,2,6.397254467,9.789093018,15,622.4151611,0.324000001
15.7,31,291.7380676,9.13E-09,2140,2,1.092643023,10.86726189,16,70.66457367,0.388000011
15,28,289.1900635,1.10E-08,2140,2,5.286297321,9.288021088,16,627.6300049,0.216000006
11.8,31,290.0952148,1.13E-08,2142,3,1.381247044,24.44831276,16,376.8027344,0.164000005
9.4,31,290.8980713,1.06E-08,2140,4,1.229789257,24.56449699,16,290.8948975,0.307999998
8.9,31,290.7434387,1.06E-08,2140,4,2.030129671,12.81241322,16,304.0559387,0.208000004
22.6,28,289.9579468,9.72E-09,2140,2,0.557059884,14.31362247,20,475.3991394,0.211999997
12.4,28,289.1167603,1.07E-08,2140,2,1.101810098,24.67441559,24,599.3171997,0.211999997
8.7,31,288.7625122,1.12E-08,2110,2,1.649979949,24.2704525,26,735.4678955,0.187999994
12.3,28,290.7340698,1.02E-08,2140,2,0.611888707,17.45596313,18,213.4916534,0.275999993
29,28,291.058136,9.74E-09,2140,2,1.13751173,24.642519,24,206.4254761,0.200000003
23.1,28,291.2827148,1.07E-08,2140,2,0.893603444,24.88390541,18,121.9349899,0.211999997
19,31,288.690033,2.25E-08,2140,2,2.045987129,24.05518723,20,126.4364243,0.527999997
13.7,87,288.8616943,2.13E-08,2111,4,2.229163408,23.96936226,2,179.6386871,0.307999998
4.3,108,289.4369812,1.83E-08,5311,1,0.882046223,11.08141422,13,15.20039368,0.368000001
10.4,108,289.4685974,1.84E-08,5311,1,0.194479942,26.40891457,22,11.97583008,0.555999994
6.5,108,289.5804138,1.80E-08,5311,1,0.302855849,13.53676605,20,47.22343445,0.423999995
,108,289.5657349,1.81E-08,5311,1,0.216317624,26.30249596,23,60.56125641,0.463999987
6.1,108,289.5960999,1.81E-08,5311,1,0.708235919,25.11642075,21,59.38492203,0.407999992
6.7,108,289.5314026,1.80E-08,5311,1,0.151560068,12.84275341,20,46.67258072,0.488000005
6.4,108,289.4711304,1.88E-08,5311,1,0.432976216,25.60854721,29,102.1301575,0.483999997
22.8,115,289.4075623,1.92E-08,4110,2,1.129155874,24.64989281,22,157.9081421,0.388000011
9.9,108,289.5643921,1.88E-08,5311,1,1.472600937,10.56873226,23,86.17402649,0.492000014
7.7,108,289.4390564,1.93E-08,5311,1,0.622711062,11.42961597,22,121.4810867,0.384000003
10.5,92,289.2698364,2.00E-08,3130,1,0.965951264,24.80603981,22,235.2577209,0.423999995
16.1,91,289.3144226,1.97E-08,1213,1,0.583455801,25.31024551,22,189.8834381,0.419999987
14.5,92,289.1894531,2.03E-08,3130,1,1.017333627,24.75420189,12,272.1502075,0.479999989
20.1,92,289.3357544,1.99E-08,3130,1,0.444057763,25.58327293,22,182.1701813,0.412
7.7,91,289.3486633,1.97E-08,1213,1,0.329928726,25.88035965,18,196.3457184,0.344000012
88.8,92,289.1521606,2.04E-08,3130,1,0.635960042,14.54405499,18,279.0073853,0.388000011
24.4,91,289.3514404,1.95E-08,1213,1,0.186129004,26.45280457,22,147.6208801,0.372000009
8,93,289.4839783,1.92E-08,3130,2,0.586670816,25.30474854,12,230.6065674,0.296000004
15.4,34,289.2010193,2.01E-08,3110,1,1.002717257,12.74492645,18,292.0027771,0.344000012
9,91,289.2871704,1.97E-08,1213,1,0.486820936,11.67581749,22,164.4650269,0.356000006
8.3,92,289.2634277,1.92E-08,3130,1,0.503867745,25.45690918,22,302.7927551,0.416000009
8.4,115,289.7248535,1.59E-08,4110,2,0.325008512,25.89538574,13,183.3849182,0.460000008
7.7,92,289.4048157,1.89E-08,3130,1,0.539428532,11.57319736,12,243.2778625,0.300000012
8.4,90,289.5084839,1.84E-08,4200,2,0.5294227,15.46312332,2,216.3770447,0.360000014
6,88,289.5533142,1.81E-08,4200,2,1.001739383,24.76965332,13,215.8655243,0.351999998
15.5,90,289.5296326,1.80E-08,4200,2,0.641744435,25.21501541,22,242.7987366,0.307999998
13.9,93,289.2896423,1.83E-08,3130,2,0.046608455,27.83746529,12,248.554657,0.324000001
13.7,93,289.2684937,1.84E-08,3130,2,0.330244303,25.87940407,22,233.4726105,0.416000009
9.6,90,289.5737915,1.78E-08,4200,2,0.474376678,13.78115463,22,233.1349945,0.356000006
11.4,87,289.2824402,1.84E-08,2111,4,0.543310523,25.38153648,22,252.7451935,0.375999987
12.8,115,289.6902771,1.74E-08,4110,2,0.739524901,25.07318497,20,268.4517822,0.296000004
7.6,92,289.5354614,1.77E-08,3130,1,0.118409961,26.90509415,12,267.1958923,0.300000012
10.1,115,289.5617981,1.76E-08,4110,2,0.714402199,25.10774994,22,291.6074524,0.360000014
12.7,87,289.1317749,1.90E-08,2111,4,1.663529754,11.13990688,20,322.0951538,0.307999998
19.8,115,289.5957947,1.74E-08,4110,2,0.9010306,24.87562561,22,289.8302307,0.287999988
44.1,87,289.1150818,1.89E-08,2111,4,1.317681074,12.28937054,23,398.7295532,0.456
17.5,90,289.1930847,1.87E-08,4200,2,0.69985497,13.1045742,18,300.2335205,0.300000012
33.6,115,289.5796509,1.69E-08,4110,2,2.20498538,10.16476727,22,266.5837402,0.324000001
14.6,32,289.6929016,1.61E-08,2115,4,1.268812656,24.53324699,20,218.3211517,0.307999998
9.6,13,289.7501526,1.54E-08,1000,1,0.218056932,26.294487,12,289.1112976,0.284000009
11.1,31,289.7131958,1.54E-08,2110,2,0.390933007,25.71069717,15,262.3330383,0.316000015
5.6,13,290.0004883,1.49E-08,1000,1,0.358095646,13.5923624,13,182.6204224,0.620000005
10.4,88,289.8729858,1.53E-08,2140,4,0.658628464,25.18904495,17,258.6945496,0.211999997
8.6,47,290.0652161,1.47E-08,5400,2,0.495781332,13.04387188,13,182.4073334,0.716000021
7.9,88,289.8921509,1.52E-08,1220,2,0.447005332,25.57665825,12,243.9747925,0.224000007
6.3,88,289.7941895,1.56E-08,2140,4,0.089211792,27.18823433,15,310.6698608,0.219999999
6.5,31,289.7857666,1.52E-08,2140,4,1.329760909,12.28024101,15,304.6359253,0.247999996
4.9,3,290.144165,1.50E-08,0,0,0.012490979,26.00582314,13,192.0516205,0.648000002
5.7,47,290.1109924,1.50E-08,5400,2,0.337241054,12.04292774,13,195.6724243,0.54400003
7.8,88,289.7344666,1.53E-08,2140,4,0.366215467,16.40315247,17,286.2984924,0.244000003
5.3,31,289.6641235,1.53E-08,2110,2,0.338426322,15.88956738,15,310.5779419,0.263999999
18,47,290.0281982,1.52E-08,5400,2,0.682697475,25.15314865,17,237.2706909,0.268000007
6.1,31,288.7354736,1.56E-08,2140,4,0.613769591,25.25959015,15,517.2994995,0.200000003
8.3,13,289.8502808,1.55E-08,1000,1,5.364180088,9.273310661,12,240.2464905,0.488000005
8,31,289.6744385,1.53E-08,2110,2,0.411318451,17.19621086,17,323.0375671,0.244000003
3.4,31,289.7680664,1.55E-08,2110,2,0.396475792,11.88110638,15,307.480011,0.25999999
9.4,31,288.8250122,1.55E-08,2110,2,1.200279951,10.7732811,17,476.5536804,0.228
8.3,31,288.9986267,1.55E-08,2110,2,0.618214309,25.25237465,15,451.3479614,0.263999999
8.4,47,289.9305725,1.54E-08,5400,2,1.790469289,11.7594738,12,259.253418,0.272000015
12.6,31,289.5263062,1.59E-08,2110,2,0.736124992,25.07779312,17,353.318512,0.231999993
5.5,115,289.315918,1.58E-08,3110,1,0.869401991,24.91136551,12,434.7316895,0.236000001
8.1,115,289.6547546,1.61E-08,4110,2,0.650832713,25.20095253,12,355.6584778,0.184
6.6,116,289.6394348,1.57E-08,4110,2,1.836855292,10.34758472,12,395.3634644,0.203999996
14.6,78,289.7910461,1.53E-08,4110,2,1.866850019,11.02452278,26,364.927887,0.236000001
13.3,78,289.3479919,1.69E-08,4110,2,0.537138104,25.39296341,26,441.9827271,0.216000006
11.1,116,289.361084,1.78E-08,4110,2,1.403088212,24.43261719,26,426.8918457,0.247999996
10.3,13,289.170929,1.68E-08,1000,1,1.742480874,24.21587372,26,500.8543396,0.287999988
9.4,116,288.9595947,1.78E-08,4110,2,0.700641334,12.41030407,29,476.1045532,0.372000009
8.7,116,288.9034119,1.83E-08,4110,2,1.143454552,11.92040825,22,540.9445801,0.368000001
7.8,116,289.0632324,1.53E-08,4110,2,0.52905637,25.40812492,12,529.9673462,0.236000001
10,13,288.9008789,1.55E-08,1000,1,1.316421986,12.06718349,17,530.909668,0.244000003
15.5,116,288.9033813,1.62E-08,4110,2,4.98260498,9.347504616,29,542.314209,0.296000004
9.8,115,288.81073,1.56E-08,3110,1,0.402951062,25.68041611,12,553.0714722,0.216000006
8.7,116,288.8626709,1.59E-08,4110,2,0.798330665,24.99666023,22,558.3773804,0.203999996
4.9,115,288.9442139,1.60E-08,3110,1,0.306149483,25.95516586,22,532.4078979,0.239999995
6.2,115,288.9948425,1.62E-08,3110,1,1.171387911,24.6131649,22,509.7351685,0.247999996
12.1,116,288.8863831,1.67E-08,4110,2,1.220400453,10.75665188,12,541.7819214,0.316000015
15.1,115,288.7491455,1.69E-08,3110,1,0.279227912,26.0472126,12,571.1712646,0.256000012
10.5,116,289.2418823,1.69E-08,4110,2,0.747609675,13.19270992,22,471.9050598,0.296000004
35.5,116,288.7987976,1.80E-08,4110,2,1.09844625,24.67747307,29,639.5952759,0.515999973
11.3,116,289.2377625,1.70E-08,4110,2,3.832351446,10.30415821,22,582.2468872,0.375999987
8.9,78,288.8130493,1.79E-08,4110,2,0.978789091,24.79283524,26,688.1439209,0.268000007
22.5,88,288.2760925,1.79E-08,4110,2,1.154037118,24.62809181,12,755.2160645,0.268000007
8.8,88,288.54953,1.74E-08,4110,2,0.723286211,25.09539032,12,656.4638672,0.244000003
12.2,78,288.708374,1.92E-08,4110,2,0.559199154,25.35271072,22,684.1456299,0.300000012
6.6,88,288.4564514,1.81E-08,4110,2,0.754800975,15.26257706,12,703.9485474,0.263999999
9.9,47,288.7764587,1.62E-08,5400,2,0.195124879,26.40560532,20,663.864502,0.252000004
6.4,88,288.8485107,1.58E-08,4110,2,1.640962481,24.27593613,12,630.3060303,0.236000001
7.7,88,288.7523193,1.70E-08,4110,2,1.351622105,12.7339325,17,673.2689819,0.247999996
57.2,88,288.6499329,1.61E-08,4110,2,2.628195286,11.37527752,22,701.5964966,0.296000004
11.1,31,288.7972412,1.55E-08,2140,2,0.211446822,26.3252697,12,645.6628418,0.211999997
20.7,31,288.1557312,1.62E-08,2140,2,0.27297622,26.06985664,15,744.9302979,0.268000007
4.6,31,288.8044128,1.51E-08,2140,2,0.676957548,11.34608269,22,626.8730469,0.216000006
9.5,116,288.6745605,1.50E-08,4110,2,0.585058331,25.30750275,12,642.7622681,0.211999997
8.2,88,288.9367676,1.52E-08,4110,2,3.852108717,13.10236073,12,670.310791,0.236000001
5.5,88,288.9170227,1.49E-08,4110,2,0.228763103,20.16429138,12,623.2391968,0.275999993
8.8,31,288.6949463,1.48E-08,2140,2,0.139213875,15.63577461,12,624.9870605,0.211999997
7,116,288.6573181,1.47E-08,4110,2,1.147232413,10.81849575,12,675.1422119,0.208000004
5.3,31,288.7866211,1.50E-08,2140,2,1.30977273,10.68595409,12,665.7883301,0.236000001
7.9,116,289.1672058,1.59E-08,4110,2,1.212149382,16.01046181,26,649.7565308,0.228
5.9,31,288.8973694,1.53E-08,2140,2,0.358549893,25.79716682,12,675.1941528,0.231999993
4.2,31,288.87854,1.53E-08,2140,2,0.943864107,13.57861423,17,670.4846802,0.224000007
9.3,88,288.539856,1.44E-08,4110,2,0.291054815,26.00572777,15,648.2199097,0.268000007
16.4,88,288.6170349,1.44E-08,4110,2,0.058117628,17.99092293,12,643.1980591,0.195999995
12.5,116,288.5093079,1.64E-08,4110,2,1.308743715,24.50225067,12,783.0929565,0.203999996
9.5,88,288.6548157,1.64E-08,4110,2,0.503527641,25.45758438,12,739.0377197,0.236000001
9.9,31,288.7762756,1.51E-08,2140,2,0.537552714,12.67529392,16,660.6369629,0.296000004
2.5,88,288.5944519,1.42E-08,4110,2,0.129074752,13.00334454,20,643.5049438,0.25999999
8.1,88,288.4645386,1.69E-08,4110,2,2.022912741,24.06653786,12,804.9116211,0.208000004
10.2,88,288.6893921,1.59E-08,4110,2,0.861245453,24.92079353,15,681.65802,0.239999995
12.9,88,288.5967407,1.67E-08,4110,2,1.094654441,11.96403408,12,733.9141846,0.211999997
11.8,88,288.6018982,1.61E-08,4110,2,0.744858742,25.06599808,15,688.5114136,0.236000001
10.3,88,288.6056824,1.64E-08,4110,2,0.789944232,25.00722313,12,702.0298462,0.184
15.3,31,288.2594299,1.60E-08,2140,2,1.042755723,24.72951508,17,729.7300415,0.211999997
8.7,116,287.9247131,1.50E-08,4110,2,1.293640137,13.00093746,17,750.5119629,0.300000012
10.7,88,288.2886353,1.70E-08,4110,2,0.503494143,13.0284338,12,789.2821655,0.275999993
5.3,88,288.4519653,1.58E-08,4110,2,0.057932228,17.02333832,15,678.8476563,0.275999993
3.5,31,288.5514221,1.68E-08,2110,2,0.216506183,26.3016243,17,717.8400269,0.244000003
11.6,31,288.5214844,1.64E-08,2140,2,0.871323705,17.94800186,12,692.7372437,0.280000001
10.3,116,288.3653259,1.50E-08,4110,2,1.09197557,12.2541666,12,674.4807739,0.268000007
15.8,116,288.1346436,1.70E-08,4110,2,0.458371341,25.551548,26,860.3529053,0.256000012
4,31,288.3643494,1.59E-08,2140,2,0.606795549,11.45550823,15,694.8374634,0.252000004
4.8,31,288.2565613,1.70E-08,2140,2,1.514073372,14.74563885,17,795.4213867,0.275999993
9.3,31,288.3479309,1.53E-08,2140,2,0.154511482,13.92207909,20,680.9801636,0.219999999
7.4,116,288.2822571,1.68E-08,4110,2,0.303263336,18.44069672,20,738.0273438,0.256000012
15.3,31,288.1210938,1.68E-08,2140,2,0.356673032,11.9869051,15,764.3859253,0.316000015
8.1,31,288.0680542,1.71E-08,2140,2,0.552707911,15.13239574,20,834.4876709,0.272000015
6.3,88,288.2982788,1.57E-08,4110,2,0.207409114,15.36225319,17,696.6873779,0.239999995
10.9,88,287.7572021,1.71E-08,4110,2,1.211112857,24.57980347,12,881.5574951,0.25999999
8.7,31,288.2987671,1.55E-08,2140,2,0.427484691,25.62131119,15,698.3827515,0.268000007
6.5,31,287.8987122,1.63E-08,2140,2,0.188511401,26.44008636,15,778.6844482,0.252000004
5.4,88,288.2104187,1.59E-08,4110,2,0.282397419,26.03592491,15,711.2006226,0.291999996
9.3,116,287.9623108,1.72E-08,4110,2,0.970065176,13.69432926,21,843.5767212,0.275999993
11.2,31,287.6419373,1.72E-08,2140,2,0.625688851,25.24035454,12,841.4133911,0.180000007
12.9,31,288.0039063,1.66E-08,2140,2,0.670788944,12.04838467,15,764.2263184,0.351999998
10.8,88,287.6086731,1.60E-08,2140,4,1.508468866,24.36016655,12,820.7020264,0.244000003
7.8,31,287.7832031,1.73E-08,2140,2,0.800882518,11.17795849,12,819.2579956,0.211999997
8.8,31,287.6737976,1.74E-08,2140,2,0.736871064,13.05302906,12,847.6472778,0.219999999
6.2,31,287.8325806,1.73E-08,2140,4,0.633351922,11.41267109,12,826.5824585,0.208000004
13.4,88,287.6368408,1.68E-08,2140,4,0.481009424,25.50333786,26,822.1316528,0.275999993
28.9,88,287.2559814,1.63E-08,2140,4,1.420431733,24.42032623,21,872.06073,0.252000004
4.4,31,287.53302,1.74E-08,2140,4,1.285938978,24.51983643,12,895.6799316,0.184
18.2,31,287.2243042,1.74E-08,2140,4,1.38504529,24.44556427,21,927.4511108,0.228
12,31,287.1799316,1.74E-08,2140,4,0.411490411,25.65944481,26,945.2849731,0.256000012
24.8,31,286.7792053,1.75E-08,2140,4,1.199742436,24.58923912,18,1014.027161,0.263999999
12.4,31,287.0169067,1.71E-08,2140,3,0.328911692,25.88344765,20,956.6090088,0.200000003
22.5,31,286.7701416,1.68E-08,2110,2,0.142107919,26.72266006,12,992.2436523,0.216000006
56.9,31,286.790863,1.68E-08,2110,2,0.285668224,26.02440834,28,1002.575989,0.244000003
19.6,31,287.233429,1.63E-08,2110,2,0.334283769,25.86724663,15,915.2752686,0.256000012
31.6,31,286.7049561,1.67E-08,2110,2,0.247326523,14.14478111,26,986.7468872,0.280000001
17.3,31,286.9197083,1.65E-08,2140,4,1.313642263,24.49851418,17,950.583374,0.272000015
24.5,31,286.9265442,1.64E-08,2110,2,0.176764742,26.50442505,25,956.1988525,0.30399999
89.8,31,285.8178711,1.74E-08,2140,4,8.11625576,22.67090416,17,1088.853149,0.428000003
17.6,31,286.5202637,1.67E-08,2110,2,0.266536534,26.09372902,12,1014.722351,0.203999996
19,31,287.0873108,1.59E-08,2140,4,0.720327377,25.09948921,17,972.4830933,0.412
11.3,31,286.4699402,1.65E-08,2110,2,0.424616545,25.62804413,12,1013.165955,0.216000006
28.6,31,286.7650757,1.62E-08,2110,2,0.338693917,16.81775284,18,972.8806152,0.216000006
38.2,31,286.184906,1.67E-08,2140,4,5.181917667,11.09983444,26,960.3498535,0.407999992
14.9,31,286.5384216,1.62E-08,2140,4,4.685594559,13.25940418,20,884.4706421,0.340000004
24.2,31,286.5341187,1.63E-08,2110,2,0.880086958,24.89914894,3,1001.082581,0.203999996
99.1,76,285.5940857,1.74E-08,1211,2,8.607040405,10.5875988,24,1157.993408,0.635999978
9.8,31,286.2015686,1.66E-08,2110,2,0.169638455,26.5455761,12,1039.020386,0.363999993
49.9,76,286.4479675,1.63E-08,1211,2,0.197232097,15.6703949,12,1005.315491,0.203999996
72.7,76,284.5849304,1.87E-08,1211,2,5.337717533,23.09379578,24,1485.243408,0.588
19.9,31,285.9536133,1.68E-08,2110,2,1.294773579,13.78851891,29,1102.18457,0.39199999
103.2,31,286.0461426,1.67E-08,2110,2,2.187356949,11.27141476,22,1036.744873,0.407999992
12.9,31,286.3335876,1.63E-08,2110,2,1.223817348,10.75385571,23,1058.539673,0.416000009
27.6,76,286.4310303,1.62E-08,1211,2,1.183458209,24.60290909,12,1033.848511,0.25999999
96.2,31,286.5110474,1.60E-08,2110,2,0.828731358,15.07559776,29,1035.389648,0.395999998
107.7,76,286.3306885,1.66E-08,1211,2,8.648939133,22.60642052,24,1159.531616,0.523999989
104.7,76,285.0948181,1.81E-08,1211,2,4.674398422,23.22717094,24,1337.073853,0.532000005
138,76,285.0897522,1.79E-08,1211,2,1.827991128,24.16793633,23,1306.727539,0.515999973
13.9,76,286.4003296,1.61E-08,1211,2,0.84213233,24.94323921,23,1059.170166,0.307999998
52.1,76,286.6446838,1.58E-08,1211,2,0.548517525,25.37199783,25,1012.164307,0.328000009
113.7,76,286.5441895,1.60E-08,1211,2,1.163692951,24.6197567,24,1118.842407,0.412
128,76,286.3803406,1.61E-08,1211,2,8.343589783,22.64289474,25,1200.615356,0.368000001
48,76,286.7559204,1.56E-08,1211,2,2.57226491,10.7036705,26,1004.767883,0.280000001
41.2,76,286.4760437,1.59E-08,1211,2,4.448433399,23.27692795,24,1182.763428,0.34799999
28,76,285.2581177,1.75E-08,1211,2,1.042390227,24.72986603,12,1289.302979,0.275999993
47.7,76,286.0305176,1.64E-08,1211,2,1.333214045,13.61264801,21,1119.8125,0.467999995
101.2,76,285.8570557,1.65E-08,1211,2,1.183009267,24.60328865,24,1194.342285,0.467999995
23.4,31,286.2870789,1.59E-08,5400,2,3.0825212,12.39421844,24,1008.356934,0.319999993
8.3,31,287.8753052,1.38E-08,2140,4,1.291087747,12.49208736,12,770.8045654,0.268000007
69.6,76,285.7170715,1.67E-08,1211,2,1.264196992,24.53689384,26,1167.015625,0.307999998
67.8,76,286.1679382,1.60E-08,1211,2,2.45122695,23.87429428,25,1134.403564,0.439999998
13.7,31,287.6548462,1.39E-08,5400,2,0.971217632,14.31729603,12,820.7905884,0.175999999
38.3,76,286.10672,1.60E-08,1211,2,1.094779491,24.68081856,26,1110.681641,0.25999999
9.4,76,287.4642639,1.40E-08,1211,2,1.740428805,24.21705437,29,838.822937,0.203999996
27.3,31,287.4648438,1.40E-08,5400,2,1.319883227,14.61008739,12,834.3369751,0.224000007
19.5,31,286.863678,1.46E-08,2140,4,1.00704813,24.76436615,12,948.6322632,0.231999993
