OC,soil_types,tem,tp,pm,st,slope,twi,lc_1,ele,NDVI
30.5,108,275.6332703,2.23E-08,6111,2,0.394976586,25.70040512,24,261.0640564,0.811999977
12.2,108,275.3840332,2.31E-08,6111,2,1.743183851,10.39996052,24,352.7024841,0.800000012
17.3,108,275.9941711,2.18E-08,6111,2,1.5800488,24.31378365,24,263.8749084,0.815999985
10.3,108,275.9220581,2.17E-08,6111,2,0.230399549,21.74382973,41,212.0363312,0.824000001
427.8,108,275.4750671,2.26E-08,6111,2,2.609484196,23.81164932,25,345.4220276,0.828000009
18.3,108,275.9249573,2.17E-08,6111,2,0.826106131,13.22638702,24,228.3829346,0.80400002
16.7,108,275.3516846,2.19E-08,6111,2,4.091988564,23.36075974,24,305.9533997,0.839999974
23.5,108,275.1339722,2.26E-08,6111,2,1.492079258,13.85142231,25,319.3221436,0.84799999
358,108,274.8234558,2.29E-08,6111,2,1.711746454,12.81606579,36,380.8786621,0.815999985
129.8,108,275.724762,2.18E-08,6111,2,1.449547529,10.58451748,24,299.7611694,0.851999998
226.1,108,274.8326416,2.29E-08,6111,2,3.066575766,10.52761269,24,356.2216492,0.832000017
517.3,108,274.2925415,2.34E-08,6111,2,2.09284234,24.03252411,24,487.7127686,0.800000012
440,108,276.0270081,2.23E-08,6111,2,3.322587252,10.44726372,24,206.9375916,0.824000001
14.7,108,275.9989929,2.28E-08,6111,2,1.595735788,24.30389977,24,238.9736633,0.920000017
456.4,108,274.9182129,2.32E-08,6111,2,1.752767801,24.20998383,24,384.8824463,0.819999993
38.4,108,275.1511841,2.31E-08,6111,2,1.981872082,14.94437027,24,304.4990845,0.763999999
31.7,108,275.2203064,2.31E-08,6111,2,2.200874329,23.98214531,24,313.5508118,0.768000007
59.7,108,275.9738159,2.31E-08,6111,2,1.494245768,16.15255547,24,130.7293243,0.824000001
29.6,108,275.4938965,2.31E-08,6111,2,2.48304224,23.86138153,24,288.9331665,0.791999996
483.2,108,275.4832153,2.30E-08,6111,2,2.322447777,10.112813,24,262.7660828,0.920000017
375.7,108,275.7072449,2.31E-08,6111,2,0.70841676,25.11616516,29,236.0323639,0.819999993
43.4,108,276.0998535,2.32E-08,6111,2,2.207804203,12.10939884,29,182.2756195,0.796000004
88.1,108,275.8904724,2.34E-08,6111,2,0.408184916,25.66751099,25,196.2136841,0.800000012
40.9,108,275.6696472,2.43E-08,6111,2,1.693733096,24.24426651,24,208.3185272,0.879999995
107.2,108,276.5036011,2.38E-08,6111,2,0.426412255,17.77189255,29,118.3631592,0.772000015
464.7,108,275.1299438,2.31E-08,6111,2,2.42737937,10.06857109,24,273.5696106,0.836000025
10.4,108,275.5210266,2.30E-08,6111,2,2.336213112,23.92240715,24,281.977478,0.776000023
13.9,108,275.6053772,2.32E-08,6111,2,2.234283924,23.96706581,24,249.8900299,0.819999993
60.8,108,275.3258057,2.34E-08,6111,2,3.0845716,10.5217495,24,266.7963562,0.843999982
37.5,108,275.4850464,2.34E-08,6111,2,1.338673234,24.47963142,24,228.2461548,0.80400002
498.5,108,275.9266357,2.41E-08,6111,2,1.635962486,24.27898979,24,170.0333862,0.779999971
130.6,108,275.5693665,2.36E-08,6111,2,2.477532864,23.8636055,24,214.4131927,0.824000001
295.2,108,276.5193176,2.41E-08,6111,2,0.838149965,15.00366974,24,27.40467072,0.731999993
14.3,108,276.5014343,2.41E-08,6111,2,0.808826327,18.66529465,24,65.23935699,0.772000015
46.2,108,276.5367737,2.34E-08,6111,2,,,43,0.457254112,0.779999971
104.1,108,276.3712158,2.31E-08,6111,2,0.528124154,25.40988922,24,83.54329681,0.776000023
18.2,108,275.7894287,2.34E-08,6111,2,1.508878708,24.35989571,24,161.0927887,0.832000017
62,108,276.518158,2.29E-08,6111,2,1.91763401,10.9976635,24,69.98851776,0.783999979
330.3,108,276.4501648,2.30E-08,6111,2,0.497367829,13.04067707,24,52.86042404,0.776000023
130.2,108,275.9601746,2.32E-08,6111,2,2.324592829,10.11188889,24,119.5016403,0.800000012
24.3,108,276.1289978,2.32E-08,6111,2,1.472378492,11.2620306,21,87.85659027,0.783999979
19.8,108,276.6464233,2.33E-08,6111,2,0.461054474,25.54570961,24,26.11964989,0.772000015
39.2,108,276.3246155,2.25E-08,6111,2,0.275603443,26.06027794,8,33.23082352,0.723999977
331.2,108,276.1521606,2.20E-08,6111,2,0.336603075,12.04482174,24,20.42061424,0.744000018
15.9,108,276.66922,2.02E-08,6111,1,0.107242957,27.00415039,24,11.87083244,0.80400002
248.4,77,276.3960876,2.05E-08,3100,1,0.220310643,12.46869373,25,9.691319466,0.791999996
28.8,108,276.6297607,1.97E-08,6111,1,0.043331806,27.91036034,12,10.0880003,0.851999998
20.8,108,276.6359558,1.96E-08,6111,1,0.106111452,13.89239407,25,10.06744862,0.824000001
12.2,108,276.6633911,2.02E-08,6111,1,0.278900802,13.61916733,12,29.75771332,0.860000014
214.2,108,276.6188965,1.99E-08,6111,1,0.063167676,27.5334549,24,30.12776566,0.819999993
172.3,108,276.6539307,1.97E-08,6111,1,0.206517711,12.53334713,25,22.76724625,0.864000022
11.8,108,276.6123047,2.01E-08,6111,1,0.176800966,13.38185692,12,21.5694313,0.871999979
77.6,67,276.5828247,2.00E-08,8000,9,0.149221137,12.85830593,25,20.13221359,0.832000017
471.2,108,276.5930481,2.02E-08,6111,1,0.03549806,28.10976982,25,40.28186035,0.836000025
35.5,108,276.566864,2.00E-08,6111,1,0.28213951,26.03683853,12,29.12630653,0.832000017
12.1,108,276.4968262,2.05E-08,6111,1,0.060756754,16.8479023,29,48.26800156,0.736000001
399.3,77,276.434845,2.02E-08,3100,1,0.102544636,27.04894829,24,9.891671181,0.836000025
236.9,108,276.4009399,2.02E-08,6111,1,,,24,9.215711594,0.824000001
89,108,276.4304504,2.03E-08,6111,1,0.164935052,26.57369423,24,20.02550316,0.791999996
48.6,108,276.4620972,2.00E-08,6111,1,0.033742305,20.34392166,2,9.93888092,0.772000015
476.4,108,276.4175415,2.01E-08,6111,1,0.125885546,17.10589981,25,19.0683651,0.84799999
80.8,67,276.4934082,2.03E-08,8000,9,0.071285754,27.41255188,24,60.18008423,0.811999977
42.2,108,276.4109802,2.05E-08,6111,1,0.232829794,26.22893524,24,60.40143967,0.843999982
349.4,108,276.3322449,2.07E-08,6111,1,0.255748034,26.13504791,24,86.11320496,0.796000004
222.5,108,276.5431519,2.01E-08,6111,1,0.150535941,13.94814587,21,17.53595543,0.884000003
359.9,108,276.2677002,2.06E-08,6111,1,0.410340756,25.66224289,25,51.81418991,0.832000017
481.9,108,276.2328186,2.08E-08,6111,1,0.149307013,26.67324066,25,89.41531372,0.811999977
526.1,67,276.2462463,2.08E-08,8000,9,0.276346773,15.01466179,25,53.43709946,0.843999982
150.5,108,276.2061157,2.09E-08,6111,1,0.072726503,15.52294159,24,97.59262848,0.839999974
547.2,67,276.1184387,2.13E-08,8000,9,0.142425716,26.72042465,25,120.8959045,0.839999974
214.2,57,276.1174622,2.10E-08,5500,4,0.460937381,12.82906628,24,91.94231415,0.80400002
62.2,108,276.1270447,2.10E-08,6111,1,0.101499528,16.85460091,12,115.0390396,0.856000006
532.4,108,276.0282288,2.16E-08,6111,1,0.037554588,28.05345154,24,140.6318054,0.828000009
43.4,57,276.0396729,2.09E-08,5500,4,0.641892672,11.39927483,12,100.0001602,0.89200002
19.5,108,276.044281,2.06E-08,6111,1,0.64783752,11.3900547,24,115.783577,0.800000012
228.6,108,276.0615845,2.11E-08,6111,1,0.334377617,25.86696625,24,91.96879578,0.811999977
410.1,108,275.9779968,2.04E-08,6111,1,0.122464836,19.16070557,12,78.08042145,0.84799999
128.9,108,275.9568481,2.05E-08,6111,1,0.33344385,14.69330883,12,86.08904266,0.864000022
28.4,108,275.8690491,2.18E-08,6111,1,0.194204196,16.68916893,25,143.941452,0.815999985
71.9,108,275.8804932,2.13E-08,6111,1,0.317958266,12.7949543,25,120.752243,0.811999977
23.8,57,275.7849426,2.06E-08,5500,4,0.479183912,25.50714111,12,85.56798553,0.811999977
446.3,108,275.7441711,2.06E-08,6111,1,0.148200288,18.10161209,12,86.35959625,0.839999974
106.3,108,275.8760681,2.14E-08,6111,1,0.233465254,26.22620964,24,130.7602997,0.828000009
21.5,108,275.8604431,2.14E-08,6111,1,0.358399868,11.98207569,24,124.0515442,0.860000014
144.2,108,275.8552551,2.21E-08,6111,1,0.247444764,15.39706612,24,150.6790009,0.888000011
40.4,108,275.8453979,2.14E-08,6111,1,0.283827662,13.82480049,29,118.9622879,0.896000028
496.4,108,275.8457642,2.14E-08,6111,1,0.790858209,11.88370228,24,117.9607315,0.836000025
65.1,108,275.7457275,2.12E-08,6111,1,0.286583334,26.02120972,29,111.3682938,0.879999995
387.3,108,275.8433533,2.11E-08,6111,1,0.321229368,12.78471851,24,94.42843628,0.815999985
75.3,108,275.7138977,2.13E-08,6111,1,0.339175582,12.0372076,12,110.9521484,0.839999974
39.6,108,275.7405701,2.17E-08,6111,1,0.262307554,26.10972404,25,124.23983,0.860000014
57.7,108,275.7437439,2.14E-08,6111,1,0.559456348,16.9616909,25,103.4712753,0.860000014
45.2,108,275.8378601,2.23E-08,6111,1,0.375982016,25.74969292,24,145.8613129,0.811999977
9.4,108,275.8439026,2.29E-08,6111,1,0.383263171,25.73051071,24,175.7758484,0.832000017
24.9,108,275.5046387,2.18E-08,6111,1,0.119995981,19.15849686,21,108.5044556,0.828000009
23,108,275.8483276,2.35E-08,6111,1,0.444313794,25.58269691,24,167.4105988,0.787999988
540.7,108,275.6891479,2.26E-08,6111,1,0.17122291,26.53627968,25,160.8405151,0.832000017
32.8,108,275.6515503,2.27E-08,6111,1,0.694748938,25.13564873,24,155.5625763,0.824000001
284.7,108,275.7182922,2.27E-08,6111,1,0.317789078,25.91785049,24,160.8798676,0.84799999
27.8,33,275.5881958,2.22E-08,6111,3,0.218508765,13.57551861,21,133.4306488,0.819999993
152.1,33,275.6836243,2.26E-08,6111,3,0.477954596,11.69419861,25,153.5686951,0.856000006
55.2,67,275.4890442,2.18E-08,8000,9,0.132999927,17.03383064,25,122.4687119,0.860000014
526.7,67,275.6069641,2.24E-08,8000,9,0.374013007,12.6325798,24,158.6377716,0.860000014
465.2,67,275.756134,2.25E-08,8000,9,0.12105751,16.39967537,25,143.2141876,0.867999971
436.1,108,275.8161011,2.38E-08,6111,1,0.427539974,25.62118149,25,187.6734161,0.851999998
36.7,108,275.6997986,2.30E-08,6111,1,0.318963379,25.91416168,25,154.3098145,0.860000014
30.6,108,275.5746765,2.21E-08,6111,1,0.417458206,11.82953548,12,130.6855164,0.800000012
351.7,108,275.7718811,2.33E-08,6111,1,0.550728798,12.24561119,25,166.1315765,0.832000017
37.2,6,275.9148254,2.57E-08,0,0,5.721348763,10.59474087,29,314.5735168,0.824000001
136.6,108,274.1435242,3.12E-08,6111,2,2.149878025,24.00561142,25,587.3564453,0.888000011
42.7,108,275.4030151,2.59E-08,6111,2,1.064245343,16.30524826,41,369.0870056,0.824000001
99.9,108,275.0233765,2.78E-08,6111,2,1.502584338,24.36407661,24,465.0723267,0.796000004
28.4,108,274.525116,2.95E-08,6111,2,0.881576598,24.89745712,24,414.7842407,0.832000017
34.4,108,275.6185303,2.40E-08,6111,2,2.094729424,11.6024065,41,251.9470673,0.768000007
50,108,275.2559509,2.57E-08,6111,2,2.402194262,10.07901382,36,358.2623596,0.839999974
22.5,108,275.0241394,2.60E-08,6111,2,3.560992002,11.0709486,24,348.4964905,0.888000011
119.5,108,275.0543518,2.55E-08,6111,2,3.064403057,23.65068626,25,337.013855,0.856000006
477.9,108,275.6920166,2.32E-08,6111,2,2.997799873,9.857190132,24,279.7348328,0.888000011
48.4,108,275.1973877,2.48E-08,6111,2,0.948026955,24.82477379,24,340.4129333,0.836000025
489.6,108,275.9268494,2.23E-08,6111,2,0.851699829,12.90818882,41,268.6856689,0.899999976
20.5,108,274.8631287,2.56E-08,6111,2,3.298418999,23.57694435,24,449.7420654,0.867999971
90.4,108,274.7175293,2.63E-08,6111,2,2.108356476,24.02513313,23,422.7486877,0.828000009
28.6,108,275.2779236,2.41E-08,6111,2,3.159897089,10.90304089,21,343.579895,0.843999982
29,108,274.9625854,2.49E-08,6111,2,2.780902624,23.74793243,25,313.1705017,0.811999977
27.4,108,275.8573608,2.20E-08,6111,2,1.240484834,10.74032402,41,220.1653137,0.832000017
14,108,274.6630554,2.53E-08,6111,2,1.61998415,24.28881073,24,414.1000366,0.860000014
25.9,108,275.2054749,2.37E-08,6111,2,2.353429079,23.91505623,24,327.3860779,0.763999999
18.2,108,274.3513489,2.67E-08,6111,2,0.551015019,11.55194473,25,499.707489,0.836000025
52.8,108,275.3988342,2.36E-08,6111,2,0.242827579,26.18688965,24,288.3737488,0.783999979
20.9,108,275.2134705,2.36E-08,6111,2,1.470488667,24.38567924,24,333.0664368,0.787999988
30.4,108,274.5002441,2.48E-08,6111,2,1.569744945,12.29657841,29,422.2192078,0.811999977
61.7,108,274.5256653,2.47E-08,6111,2,1.748821855,24.21224022,24,378.7437134,0.824000001
51.6,108,274.8292236,2.34E-08,6111,2,1.802863359,12.5635004,24,360.3971252,0.783999979
15.4,108,274.7215881,2.33E-08,6111,2,3.034486055,23.66051483,24,431.2019348,0.779999971
539.5,108,275.1056519,2.30E-08,6111,2,2.149858952,24.00562096,24,375.8562317,0.828000009
119,108,274.0106812,2.45E-08,6111,2,0.518082321,25.42908669,29,527.171936,0.80400002
67.1,108,275.304718,2.26E-08,6111,2,0.344034433,25.83849335,24,296.371582,0.75999999
85.3,108,275.3559875,2.24E-08,6111,2,1.752613664,11.08770943,25,298.4862976,0.768000007
38.7,108,274.496582,2.30E-08,6111,2,0.896180153,13.70457172,36,410.0579529,0.768000007
27.2,108,274.6859131,2.25E-08,6111,2,2.957611561,23.68622208,29,371.2307739,0.75999999
83.5,108,275.0190125,2.21E-08,6111,2,1.224960685,24.56843185,24,345.4417114,0.800000012
70.2,108,275.2975769,2.26E-08,6111,2,0.175421268,17.31166458,41,306.3028564,0.723999977
55.8,108,274.6089172,2.29E-08,6111,2,4.281180859,9.499890327,24,392.3019409,0.879999995
73.8,108,274.1644592,2.34E-08,6111,2,3.242601871,23.59404755,24,479.059906,0.776000023
228.1,108,274.5185547,2.31E-08,6111,2,1.36339879,24.46132278,24,423.697113,0.903999984
26.1,108,274.3189392,2.35E-08,6111,2,2.329133272,10.80308247,24,419.6422119,0.791999996
18.2,108,275.0441589,2.29E-08,6111,2,1.28195858,24.52293777,24,365.9504089,0.75999999
43.4,108,274.3814697,2.29E-08,6111,2,0.034093842,28.15013123,24,476.0162354,0.811999977
393.2,108,274.3641968,2.29E-08,6111,2,2.129516363,24.01513672,24,429.0483704,0.824000001
33,108,274.1809082,2.32E-08,6111,2,2.286281109,10.82167149,24,436.3537292,0.815999985
137.7,108,274.4347534,2.31E-08,6111,2,0.665204525,25.17910957,24,442.9281311,0.808000028
507.6,108,274.4673157,2.34E-08,6111,2,1.955333352,10.97818089,29,406.1442871,0.867999971
51.2,108,274.9962769,2.28E-08,6111,2,1.545566082,10.5203495,24,329.8651123,0.779999971
23.8,108,274.8601379,2.28E-08,6111,2,2.530481577,23.84243202,24,390.5630188,0.791999996
27.8,108,274.5765381,2.28E-08,6111,2,0.377325594,25.74612617,24,387.2315674,0.828000009
22.7,108,274.8079224,2.27E-08,6111,2,0.515515566,15.46869087,24,360.5691833,0.796000004
11.2,108,275.1013489,2.25E-08,6111,2,2.973515987,10.55848598,24,299.2920837,0.796000004
266.7,108,274.6995544,2.26E-08,6111,2,1.92106545,24.11823845,23,401.9391785,0.851999998
37.4,108,275.1549683,2.18E-08,6111,2,0.628924251,14.88542271,24,250.122467,0.776000023
13,108,274.8821106,2.12E-08,6111,2,1.543759584,24.33703041,24,280.2156982,0.819999993
28.9,108,275.4953003,2.23E-08,6111,2,0.970874667,24.80095482,24,249.5630035,0.815999985
89.3,108,275.3311768,2.16E-08,6111,2,1.979211688,10.96603298,24,212.7183685,0.811999977
52.2,108,275.4587708,2.12E-08,6111,2,1.758651972,24.20663071,25,217.514328,0.832000017
20.2,108,275.568512,2.20E-08,6111,2,2.458025455,10.05601025,24,190.6356812,0.779999971
20,108,275.3882751,2.32E-08,6111,2,0.832004905,11.13982868,24,163.2642517,0.828000009
412.2,108,275.3561096,2.26E-08,6111,2,1.995390892,24.08024788,24,214.0242615,0.779999971
13.5,108,275.0804443,2.20E-08,6111,2,1.406080127,24.43048668,25,282.1982117,0.811999977
37.9,108,275.0788574,2.15E-08,6111,2,0.547046602,13.86175823,24,247.9786835,0.755999982
311.9,108,275.2883301,2.28E-08,6111,2,1.101339579,24.67484283,24,226.4832306,0.751999974
167.1,108,275.9645386,2.20E-08,6111,2,0.398720562,14.64804935,36,77.49143982,0.768000007
464.1,108,275.5774231,2.23E-08,6111,2,0.32743299,25.8879528,36,147.4868469,0.808000028
156.4,108,275.4301758,2.21E-08,6111,2,0.899802148,24.87699127,29,182.9136353,0.791999996
468.8,108,276.0016785,2.18E-08,6111,2,0.350515097,25.81983185,36,59.39799881,0.744000018
173.1,108,275.9013062,2.20E-08,6111,2,0.090406723,27.17492867,36,79.36425018,0.751999974
125.5,108,276.0264282,2.13E-08,6111,2,0.475323856,11.69971848,24,23.10118294,0.800000012
513.1,108,276.0335999,2.03E-08,6111,2,0.721757293,25.09750557,29,49.760952,0.800000012
7.1,108,276.1602173,2.01E-08,6111,2,0.513644636,12.72079182,41,9.800000191,0.796000004
398.6,108,276.4606323,1.94E-08,6111,1,0.038075205,28.0396843,29,10.02999973,0.811999977
522.1,67,276.295105,2.00E-08,8000,9,0.282475382,14.01189709,24,32.57991409,0.871999979
186.2,57,276.3296509,1.92E-08,5500,4,0.043534536,15.8819418,12,20.01121521,0.888000011
41,67,276.1274109,1.98E-08,8000,9,0.562873662,11.53065014,24,20.3397522,0.811999977
49.2,67,276.1412354,1.99E-08,8000,9,0.31993854,12.78874588,25,32.35595703,0.871999979
118.1,67,276.053009,2.01E-08,8000,9,0.135649264,26.76917458,24,24.33541489,0.875999987
376.8,108,276.2059937,2.10E-08,6111,1,0.32637918,12.07566738,24,59.29595566,0.871999979
466.9,108,276.2225037,2.02E-08,6111,1,0.211506069,26.32498932,24,49.68215179,0.796000004
152.5,108,276.2038879,1.99E-08,6111,1,0.294370145,25.99440193,24,40.44803619,0.884000003
530.4,67,276.1758728,2.09E-08,8000,9,0.16795221,26.55556488,24,59.07437897,0.864000022
52.5,108,276.1427917,2.03E-08,6111,1,0.220993012,26.28111267,24,48.75265884,0.828000009
296.9,108,276.1084595,2.04E-08,6111,1,0.269691497,13.36506367,12,45.84434891,0.851999998
109.4,108,276.0736694,1.96E-08,6111,1,0.119118482,26.89912796,21,30.86665726,0.884000003
245.5,108,276.0783997,2.09E-08,6111,1,0.169249818,15.29730797,25,64.17098999,0.851999998
306.7,108,276.0168762,2.05E-08,6111,1,0.208014309,26.34163666,24,80.99401093,0.856000006
53.9,108,275.9143066,2.04E-08,6111,1,0.235536054,20.32340431,12,64.06745148,0.819999993
246.6,108,275.7463684,2.09E-08,6111,1,0.237211838,12.39477825,25,77.00302124,0.815999985
352,108,275.7915955,2.08E-08,6111,1,0.1957293,15.84509754,25,82.82604218,0.864000022
331.3,108,275.8408203,2.10E-08,6111,1,0.119554631,26.89547348,25,93.48183441,0.839999974
447.8,108,275.6497498,2.17E-08,6111,1,0.768860757,11.21876812,24,120.3143845,0.832000017
463,67,275.5800171,2.15E-08,8000,9,0.06592869,18.04461098,25,87.36975098,0.843999982
119.8,108,275.7098999,2.16E-08,6111,1,0.30709514,25.95208168,29,120.7549057,0.867999971
61.2,108,275.626709,2.12E-08,6111,1,0.866400003,12.48560905,25,90.61981964,0.819999993
251.1,67,275.6364136,2.20E-08,8000,9,0.259672701,26.11981964,25,131.3997955,0.811999977
483.5,108,275.739502,2.16E-08,6111,1,0.495700836,25.47325134,25,140.6078033,0.920000017
152.7,108,275.7126465,2.19E-08,6111,1,0.481511176,11.68678474,24,139.4860687,0.89200002
73.8,108,275.5373535,2.14E-08,6111,1,0.113257021,15.69902611,12,101.238472,0.828000009
10.4,108,275.4558105,2.15E-08,6111,1,0.072185047,27.40001488,24,91.30307007,0.811999977
14.4,108,275.5491028,2.13E-08,6111,1,0.194968998,20.01505852,21,97.64826202,0.832000017
145.9,108,275.5007019,2.18E-08,6111,1,0.985898852,10.97008514,25,101.2099533,0.828000009
53.5,108,275.5011902,2.20E-08,6111,1,0.221645981,26.278162,25,115.5097046,0.832000017
261.2,108,275.4109802,2.16E-08,6111,1,0.192311004,19.78773117,24,80.08207703,0.851999998
501.3,108,275.4980469,2.23E-08,6111,1,0.188187674,26.44180489,24,122.4713058,0.808000028
74.4,108,275.48703,2.25E-08,6111,1,0.520751059,25.42394829,25,124.3831406,0.879999995
51.6,108,274.6843872,3.64E-08,6111,2,,,25,524.1190796,0.80400002
12.3,108,274.7789612,3.59E-08,6111,2,1.07421124,14.57315826,24,392.5294495,0.843999982
116.3,108,275.124176,3.05E-08,6111,2,4.485229969,9.453146935,25,411.2427979,0.839999974
23.4,108,275.0054321,2.80E-08,6111,2,5.296266079,23.10163689,24,495.7767334,0.808000028
395.9,108,275.4663086,2.59E-08,6111,2,3.359246254,9.74311924,25,393.0047607,0.824000001
35.7,108,274.4931946,2.97E-08,6111,2,2.634036779,23.80227089,24,555.9238281,0.815999985
25.1,108,272.053009,3.74E-08,6111,2,6.374980927,22.91497231,27,862.0910034,0.731999993
38.1,108,274.8044434,2.76E-08,6111,2,3.857564211,10.99072838,24,470.1894226,0.879999995
405.5,108,274.5046082,2.92E-08,6111,2,2.511845827,13.92614365,29,487.874939,0.808000028
42.2,108,273.8125305,3.12E-08,6111,2,4.94562149,23.17050171,24,507.6469421,0.920000017
34.7,108,274.4176941,2.79E-08,6111,2,0.21429956,26.31186867,29,465.3962708,0.815999985
63.6,108,274.7225037,2.66E-08,6111,2,2.147696018,10.19111824,25,405.1154785,0.920000017
31.9,108,274.0273743,2.89E-08,6111,2,2.765833616,23.7533741,25,510.8241882,0.836000025
62.1,108,273.0842285,3.20E-08,6111,2,1.340148807,24.47852898,36,677.612915,0.763999999
14.6,108,275.000885,2.55E-08,6111,2,1.777545691,11.07357502,29,350.7146912,0.871999979
28.6,108,274.6881104,2.53E-08,6111,2,2.326524019,23.92656708,24,427.9561768,0.84799999
32,108,275.0141602,2.38E-08,6111,2,0.093959332,27.13638496,41,360.6973877,0.763999999
18,108,274.4328613,2.48E-08,6111,2,1.326591611,24.48870087,23,446.506958,0.843999982
53.3,108,273.1966248,2.76E-08,6111,2,3.137910366,10.50457191,29,547.583374,0.871999979
43.3,108,274.5046692,2.42E-08,6111,2,0.267308861,12.27532578,25,386.6211243,0.800000012
33.8,108,274.4372253,2.38E-08,6111,2,2.980545998,11.24926758,41,426.1947021,0.787999988
48,108,274.8121338,2.32E-08,6111,2,3.180756092,23.6133461,25,379.6872864,0.824000001
74.3,108,274.8067932,2.29E-08,6111,2,0.892095149,24.88559532,36,355.6734009,0.80400002
40.3,108,274.3942261,2.38E-08,6111,2,0.856191516,24.92667961,29,474.6511536,0.800000012
4.4,108,274.8080444,2.30E-08,6111,2,0.196147993,18.68742371,24,356.8482361,0.815999985
202.3,108,273.7671814,2.54E-08,6111,2,2.573674202,23.82548523,23,580.0849609,0.787999988
335.3,108,274.3406372,2.38E-08,6111,2,1.033835411,24.73810959,29,423.1426697,0.787999988
15.7,108,274.4803772,2.35E-08,6111,2,2.346536875,10.1024828,29,391.9388428,0.783999979
37.6,108,274.3546753,2.40E-08,6111,2,1.023915648,24.74775314,24,435.6469421,0.748000026
27.4,108,273.7710266,2.49E-08,6111,2,1.632974982,12.54474926,36,534.8797607,0.808000028
527,108,274.2229919,2.42E-08,6111,2,2.504475355,10.73041344,21,478.9456177,0.800000012
82.8,108,274.0223694,2.46E-08,6111,2,0.89622426,24.88097572,24,408.0745544,0.832000017
424.2,108,274.1746826,2.44E-08,6111,2,1.369439483,13.03928566,24,476.7590942,0.800000012
444.7,108,274.8621216,2.32E-08,6111,2,0.76476115,14.2686367,36,341.0452271,0.727999985
459.5,108,275.1197205,2.23E-08,6111,2,1.506003857,24.36180305,24,297.8339539,0.763999999
467.7,108,274.4209595,2.39E-08,6111,2,1.25614202,13.29272652,25,393.8068542,0.824000001
28.9,108,274.9217224,2.31E-08,6111,2,1.365089059,13.35262394,24,297.6633911,0.768000007
24.5,108,275.0301514,2.28E-08,6111,2,0.372322083,15.37795162,24,298.0062561,0.751999974
28.1,108,275.1295776,2.19E-08,6111,2,0.141778708,26.7249794,24,270.0252686,0.763999999
505.3,108,274.6643066,2.20E-08,6111,2,2.758472443,23.75604248,24,314.809082,0.776000023
161.5,108,275.0584106,2.18E-08,6111,2,0.403139651,25.67994881,24,324.8114319,0.796000004
26.6,108,275.2228088,2.20E-08,6111,2,0.316727728,25.92119598,24,266.0362549,0.779999971
17,108,275.1538696,2.13E-08,6111,2,1.282643199,13.54010582,24,223.5280914,0.787999988
85.5,108,275.0338745,2.09E-08,6111,2,1.619546652,24.28907967,36,276.4963684,0.768000007
33.5,108,274.3229065,2.16E-08,6111,2,3.020376682,23.66518402,24,347.8480835,0.779999971
24.8,108,275.4382324,2.10E-08,6111,2,0.869348526,16.07952309,24,214.1496582,0.80400002
22,108,275.1149597,2.09E-08,6111,2,0.529620528,17.31839561,24,272.2776184,0.74000001
332.8,108,274.987793,2.09E-08,6111,2,0.673071206,25.16735077,36,263.1304016,0.768000007
44.1,108,275.0491333,2.08E-08,6111,2,1.998561382,11.36176109,24,244.6427155,0.808000028
53.8,108,274.797699,2.10E-08,6111,2,1.287494302,10.70311642,24,282.859375,0.751999974
22.8,108,275.3715515,2.07E-08,6111,2,0.700535834,20.68311119,24,194.3265991,0.772000015
386.9,108,274.9023132,2.12E-08,6111,2,1.979675531,10.96579838,24,278.6668091,0.779999971
14.5,108,275.0438843,2.12E-08,6111,2,1.42732811,16.01607132,24,257.4917603,0.751999974
16.1,108,274.7435913,2.11E-08,6111,2,0.169814929,26.54453659,24,280.3790588,0.888000011
60.3,108,274.7574463,2.13E-08,6111,2,0.602316499,25.27842903,24,277.680603,0.75999999
14.2,108,275.2029419,2.10E-08,6111,2,0.514426291,17.84521675,24,201.3530273,0.75999999
7.3,108,275.3525696,2.10E-08,6111,2,1.115775108,24.66181755,24,190.2994232,0.65200001
21.7,108,274.9693909,2.16E-08,6111,2,0.475004017,25.51590157,24,222.0149231,0.751999974
8.3,108,275.0511475,2.18E-08,6111,2,0.410033047,25.66299248,24,246.1396942,0.824000001
43.4,108,274.8428345,2.15E-08,6111,2,1.913335681,24.12227249,24,316.3887024,0.791999996
502,108,275.4437866,2.20E-08,6111,2,0.086917661,27.2142868,24,162.5730743,0.791999996
6.1,108,275.4300537,2.11E-08,6111,2,0.502298415,25.46002769,24,215.0821838,0.791999996
8.3,108,275.7620544,2.06E-08,6111,2,0.601043105,13.07447243,24,95.38581085,0.688000023
12.1,108,275.5078125,2.19E-08,6111,2,1.048594952,12.00703144,24,156.4641724,0.779999971
85.3,108,275.7808838,2.14E-08,6111,2,0.694717348,25.1356945,24,87.79859924,0.864000022
367.9,108,275.6071777,2.10E-08,6111,2,0.039624669,27.99979591,24,127.5048141,0.860000014
207.5,108,275.4676208,2.18E-08,6111,2,0.484150797,14.16622353,12,77.08200836,0.796000004
32.1,108,275.8252563,2.15E-08,6111,2,0.291393995,14.96164131,21,79.3303299,0.824000001
499.3,108,275.8062744,2.11E-08,6111,2,,,24,20.93642998,0.75999999
406.5,108,276.1557922,1.98E-08,6111,2,,,24,6.31439209,0.787999988
218.2,108,276.039032,1.91E-08,6111,1,0.118466005,26.90462112,24,10.66344357,0.84799999
